Business Name,Phone,PHONE_FOUND,Category,District,Taluka,Address,Rating,Reviews,Website,Facebook,Instagram,WhatsApp,Maps URL,Lead Type,lead_status,listing_opened,listing_failure_reason,whatsappStatus,contactedAt,lastMessage,notes,optOut,Export Date
Reporter Physics Classes Beed,7350307209,True,NEET Coaching,Beed,Beed,"Pangari Rd, Shahunagar, Beed, Maharashtra 431122",5.0,38,,,,7350307209,"https://www.google.com/maps/place/Reporter+Physics+Classes,Beed/@18.9953938,75.7507601,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52b63b98d2f8d:0x8cdf95167bf20b15!8m2!3d18.9953938!4d75.7507601!16s%2Fg%2F11x0c35q24?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Lamb's Mathematics Classes,8482954799,True,NEET Coaching,Beed,Beed,"Urvi Capital, Tendulkar's Educational Hub, Pangari Rd, near Umakiran Sankul, Kranti Nagar, Beed, Maharashtra 431122",4.9,73,,,,8482954799,"https://www.google.com/maps/place/Lamb's+Mathematics+Classes+(+IIT+JEE+I+MHTCET+I+FOUNDATION+)/@18.996286,75.749487,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52b10eea25ccd:0x33dcf7072355d936!8m2!3d18.996286!4d75.749487!16s%2Fg%2F11y9pvdby9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Biyani Digital Smart Coaching,8600555689,True,JEE Coaching,Beed,Dharur,"2nd Floor,Jalatarn Talav, Near Lokmat Office,Shivaji Maharaj Stadium, Beed, Maharashtra 431122",4.6,102,,,,8600555689,"https://www.google.com/maps/place/Biyani+Digital+Smart+Coaching/@18.996515,75.756584,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52ad905ff01fd:0xfd8b3a7f02523b2a!8m2!3d18.996515!4d75.756584!16s%2Fg%2F11g6qdjjd2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
New Shriram Abhyashika,9604044818,True,Study Center,Beed,Majalgaon,"Shop No 6, Kalptaru Complex, Gadi Road, near Axix Bank, Gadi Rd, Swami Vivekananda Nagar, Bank Colany, Majalgaon, Maharashtra 431131",5.0,7,,,,9604044818,https://www.google.com/maps/place/New+Shriram+Abhyashika/data=!4m7!3m6!1s0x3bdab15b5aebf875:0xb1882f8e0e635ef5!8m2!3d19.1653434!4d76.2029452!16s%2Fg%2F11xs7w6gfp!19sChIJdfjrWlux2jsR9V5jDo4viLE?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Results,8698146099,True,Study Center,Beed,Ambejogai,"MUNDADA HOUSE, FRONT OF NANDKISHORJI, RING ROAD, Kalpana Colony, Ganesh Nagar, Ambajogai, Maharashtra 431517",5.0,219,,,,8698146099,"https://www.google.com/maps/place/STUDY+HUB+ABHYASIKA+1+%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%A1%E0%A5%80+%E0%A4%B9%E0%A4%AC+%E0%A4%85%E0%A4%AD%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B8%E0%A4%BF%E0%A4%95%E0%A4%BE/@18.7337167,76.3728968,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f0dab6b7957:0x1dd6c1076d488865!8m2!3d18.7235784!4d76.3827384!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVzdHVkeSBjZW50ZXIgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEHbGlicmFyeeABAA!16s%2Fg%2F11t0rynwnh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",NO_WEBSITE,PARTIAL_LEAD,YES,normal_click: full extraction incomplete,not_contacted,,,,,2026-07-02 20:57:27
Results,9699702013,True,Study Center,Beed,Ambejogai,"P99G XV8, Nagsen Nagar, Ganesh Nagar, Morewadi, Maharashtra 431517",5.0,7,,,,9699702013,"https://www.google.com/maps/place/Apex+Study+Room/@18.7176969,76.3588049,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f005a28b135:0xcb96cba3f2008308!8m2!3d18.7199132!4d76.3772136!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVzdHVkeSBjZW50ZXIgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPc3R1ZHlpbmdfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwV2RtVkRNWGRVYTNSVFVtNUtNVnBYYUUxT1Ixa3hVbXRXUTJSc1JSQULgAQD6AQQIABA4!16s%2Fg%2F11njcwtv2p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",NO_WEBSITE,PARTIAL_LEAD,YES,normal_click: full extraction incomplete,not_contacted,,,,,2026-07-02 20:57:27
Results,9921831183,True,Study Center,Beed,Ambejogai,"Yashwantrao chock, near gurudev school, Bank Colony, Morewadi, Maharashtra 431517",5.0,8,,,,9921831183,"https://www.google.com/maps/place/The+Focus+Zone+Study+Room/@18.736873,76.3692345,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55fbdddeb4867:0xe25b9c4425c08045!8m2!3d18.7172753!4d76.3716597!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVzdHVkeSBjZW50ZXIgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPc3R1ZHlpbmdfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1d1YxcFlSbVpOVkVwQ1RWVTVSbFJFVmxCalYwWkpXak53ZVZadFl4QULgAQD6AQQIABAm!16s%2Fg%2F11xrrg7_tc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",NO_WEBSITE,PARTIAL_LEAD,YES,normal_click: full extraction incomplete,not_contacted,,,,,2026-07-02 20:57:27
Results,9130230112,True,Study Center,Beed,Ambejogai,"Shri Sant Swatamali, Chowk, Mali Nagar, Magarwadi, Maharashtra 431515",5.0,5,,,,9130230112,"https://www.google.com/maps/place/Yogeshwari+Abhyasika/@18.7172753,76.3526053,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55d8d4b3fbcf3:0xfd12d4800a0cb0c6!8m2!3d18.7304796!4d76.3969947!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYZIBD3N0dWR5aW5nX2NlbnRlcuABAA!16s%2Fg%2F11sbcw0ch_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",NO_WEBSITE,PARTIAL_LEAD,YES,normal_click: full extraction incomplete,not_contacted,,,,,2026-07-02 20:57:27
Sunrise Coaching Classes Shirur Kasar Atar Sir's,9196641003,True,Coaching Classes,Beed,Shirur Kasar,"Jijamata chawk, Beed Rd, behind hero show room, near canal, Shirur Kasar, Maharashtra 413249",5.0,9,,,,9196641003,https://www.google.com/maps/place/Sunrise+Coaching+Classes+shirur+kasar%28Atar+Sir%27s%29/data=!4m7!3m6!1s0x3bdb340eda2b68c1:0xab129f8a266d82a0!8m2!3d19.0577586!4d75.4279864!16s%2Fg%2F11fx9cvf0h!19sChIJwWgr2g402zsRoIJtJoqfEqs?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Alchemist Spoken English Branch 2,8788414136,True,Spoken English,Beed,Shirur Kasar,"in front of Bank Of Maharashtra, VP College, Rui, Maharashtra 413133",4.9,52,,,,8788414136,https://www.google.com/maps/place/Alchemist+Spoken+English+Branch-2/data=!4m7!3m6!1s0x3bc375ec7e1812d1:0xea07e337598b4032!8m2!3d18.1824789!4d74.6090639!16s%2Fg%2F11tk30jqjr!19sChIJ0RIYfux1wzsRMkCLWTfjB-o?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
